YEAR,JOURNAL,TITLE,DOI
2016,Freshwater Biology,Growth dynamics of a laminated microbial mat in response to variable irradiance in an Antarctic lake,10.1111/fwb.12715
2016,Polar Biology,"Impact of diurnal freeze–thaw cycles on the soil nematode Scottnema lindsayae in Taylor Valley, Antarctica",10.1007/s00300-015-1809-6
2016,Polar Biology,Evidence for dispersal and habitat controls on pond diatom communities from the McMurdo Sound Region of Antarctica,10.1007/s00300-016-1901-6
2017,Polar Biology,Thermal autecology describes the occurrence patterns of four benthic diatoms in McMurdo Dry Valley streams,10.1007/s00300-017-2151-y
2017,Nature Ecology and Evolution,Decadal ecosystem response to an anomalous melt season in a polar desert in Antarctica,10.1038/s41559-017-0253-0
2017,Ecology Letters,"Decoupled responses of soil bacteria and their invertebrate consumer to warming, but not freeze-thaw cycles, in the Antarctic Dry Valleys",10.1111/ele.12819
2017,Polar Biology,Freshwater diatom biogeography and the genus Luticola: an extreme case of endemism in Antarctica,10.1007/s00300-017-2090-7
2017,Polar Biology,Impact of nitrogen and phosphorus on phytoplankton production and bacterial community structure in two stratified Antarctic lakes: a bioassay approach,10.1007/s00300-016-2025-8
2018,Ecology,Observed trends of soil fauna in the Antarctic Dry Valleys: early signs of shifts predicted under climate change,10.1002/ecy.2090
2018,Polar Biology,Spatial and temporal patterns of microbial mats and associated invertebrates along an Antarctic stream,10.1007/s00300-018-2331-4
2018,Polar Biology,"Stable C and N isotope ratios reveal soil food web structure and identify the nematode Eudorylaimus antarcticus as an omnivore–predator in Taylor Valley, Antarctica",10.1007/s00300-017-2243-8
2009,Ecosystems,Controls of aboveground net primary production in mesic savanna grasslands: An inter-hemispheric comparison,10.1007/s10021-009-9273-1
2018,Ecosphere,"Shrub encroachment, productivity pulses, and core-transient dynamics of Chihuahuan Desert rodents",10.1002/ecs2.2330
2018,Ecography,Among-species overlap in rodent body size distributions predicts species richness along a temperature gradient,10.1111/ecog.03641
2018,Global Change Biology,Regional grassland productivity responses to precipitation during multiyear above- and below-average rainfall periods,10.1111/gcb.14024
2018,Nature Ecology and Evolution,Change in dominance determines herbivore effects on plant biodiversity,10.1038/s41559-018-0696-y
2018,Ecosphere,Soil water dynamics at 15 locations distributed across a desert landscape: insights from a 27-yr dataset,10.1002/ecs2.2335
2018,Ecosphere,Synchronous species responses reveal phenological guilds: implications for management,10.1002/ecs2.2395
2017,Ecology Letters,Asynchrony among local communities stabilises ecosystem function of metacommunities,10.1111/ele.12861
2017,Ecology Letters,Rainfall variability and fine-scale life history tradeoffs help drive niche partitioning in a desert annual plant community,10.1111/ele.12818
2017,Ecography,Isolation predicts compositional change after discrete disturbances in a global meta-study,10.1111/ecog.02383
2017,Ecosphere,Percolation observations in an arid piedmont watershed and linkages to historical conditions in the Chihuahuan Desert,10.1002/ecs2.2000
2017,Ecological Monographs,The interactive effects of press/pulse intensity and duration on regime shifts at multiple scales,10.1002/ecm.1249
2017,Ecosystems,A Toolkit for Ecosystem Ecologists in the Time of Big Science,10.1007/s10021-016-0072-1
2017,Global Change Biology,Global-change drivers of ecosystem functioning modulated by natural variability and saturating responses,10.1111/gcb.13441
2016,Journal of Ecology,Quantifying how short-term environmental variation leads to long-term demographic responses to climate change,10.1111/1365-2745.12490
2016,Journal of Arid Environments,Leaf litter decomposition is rapidly enhanced by the co-occurrence of monsoon rainfall and soil-litter mixing across a gradient of coppice dune development in the Chihuahuan Desert,10.1016/j.jaridenv.2016.02.014
2016,Landscape Ecology,Effects of exurban development on trophic interactions in a desert landscape,10.1007/s10980-016-0403-9
2015,Frontiers in Ecology and the Environment,Rangeland ecosystem services: shifting focus from supply to reconciling supply and demand,10.1890/140156
2015,Ecosphere,Responses of a desert nematode community to changes in water availability,10.1890/ES14-00319.1
2015,Frontiers in Ecology and the Environment,Beyond desertification: new paradigms for dryland landscapes,10.1890/140276
2015,Frontiers in Ecology and the Environment,Connectivity in dryland landscapes: shifting concepts of spatial interactions,10.1890/140163
2015,Frontiers in Ecology and the Environment,Legacy effects in linked ecological-soil-geomorphic systems of drylands,10.1890/140269
2015,Global Change Biology,Characterizing differences in precipitation regimes of extreme wet and dry years: implications for climate change experiments,10.1111/gcb.12888
2015,Ecology Letters,Enhanced interannual precipitation variability increases plant functional diversity that in turn ameliorates negative impact on productivity,10.1111/ele.12523
2015,Molecular Ecology,Rapid genetic restoration of a keystone species exhibiting delayed demographic response,10.1111/mec.13469
2015,Frontiers in Ecology and the Environment,"Desertification, land use, and the transformation of global drylands",10.1890/140162
2014,Ecosphere,Ecohydrology with unmanned aerial vehicles,10.1890/ES14-00217.1
2014,Ecological Monographs,Modeling emergent patterns of dynamic desert ecosystems,10.1890/12-1253.1
2014,Biological Conservation,"Resilience in ecology: Abstraction, distraction, or where the action is?",10.1016/j.biocon.2014.06.008
2014,Journal of Ecology,Grass–woodland transitions: determinants and consequences for ecosystem functioning and provisioning of services,10.1111/1365-2745.12326
2014,Functional Ecology,Differential sensitivities of grassland structural components to changes in precipitation mediate productivity response in a desert ecosystem,10.1111/1365-2435.12265
2014,Oecologia,Mechanisms of grass response in grasslands and shrublands during dry or wet periods,10.1007/s00442-013-2837-y
2014,Ecosphere,Harnessing the power of big data: infusing the scientific method with machine learning to transform ecology,10.1890/ES13-00359.1
2014,Journal of Arid Environments,Effects of grassland restoration efforts on mound-building ants in the Chihuahuan Desert,10.1016/j.jaridenv.2014.08.005
2014,Ecology,The landscape of fear: the missing link to understand top-down and bottom-up controls of prey abundance?,10.1890/13-1083.1
2014,Ecosystems,A synthesis of climate and vegetation cover effects on biogeochemical cycling in shrub-dominated drylands,10.1007/s10021-014-9764-6
2014,Landscape Ecology,Constraints and time lags for recovery of a keystone species (Dipodomys spectabilis) after landscape restoration,10.1007/s10980-014-0003-5
2014,Restoration Ecology,Restoration practices have positive effects on breeding bird species of concern in the Chihuahuan Desert,10.1111/rec.12081
2014,Journal of Ecology,An ecosystem services perspective on brush management: research priorities for competing land-use objectives,10.1111/1365-2745.12314
2013,Journal of Arid Environments,Runoff responses to long-term rainfall variability in a shrub-dominated catchment,10.1016/j.jaridenv.2012.12.002
2013,Frontiers in Ecology and the Environment,"Earth Stewardship of rangelands: coping with ecological, economic, and political marginality",10.1890/120333
2013,Ecosphere,Water controls on nitrogen transformations and stocks in an arid ecosystem,10.1890/ES12-00263.1
2013,Ecology,Precipitation legacies in desert grassland primary production occur through previous-year tiller density,10.1890/12-1237.1
2013,Ecology,Regional signatures of plant response to drought and elevated temperature across a desert ecosystem,10.1890/12-1586.1
2013,Journal of Arid Environments,"Geomorphic-vegetation relationships using a geopedological classification system, northern Chihuahuan Desert, USA",10.1016/j.jaridenv.2012.10.001
2013,Trends in Ecology and Evolution,Geographic searching for ecological studies: a new frontier,10.1016/j.tree.2013.05.001
2013,Ecosystems,Soil-litter mixing accelerates decomposition in a Chihuahuan Desert grassland,10.1007/s10021-012-9604-5
2013,Journal of Soil and Water Conservation,"The global Land-Potential Knowledge System (LandPKS): Supporting evidence-based, site-specific land use and management through cloud computing, mobile applications, and crowdsourcing",10.2489/jswc.68.1.5A
2013,Frontiers in Ecology and the Environment,Land degradation and climate change: a sin of omission?,10.1890/1540-9295-11.6.283
2013,Ecosphere,Automated rainfall manipulation system: a reliable and inexpensive tool for ecologists,10.1890/ES12-00371.1
2013,Biodiversity and Conservation,Response of lizard community structure to desert grassland restoration mediated by a keystone rodent,10.1007/s10531-013-0459-7
2013,Ecology,Sensitivity of grassland plant community composition to spatial vs. temporal variation in precipitation,10.1890/12-1006.1
2013,Global Ecology and Biogeography,Changes in ecological stability across realistic biodiversity gradients depend on spatial scale,10.1111/j.1466-8238.2012.00779.x
2013,Journal of Applied Ecology,Assessing resilience and state-transition models with historical records of cheatgrass Bromus tectorum invasion in North American sagebrush-steppe,10.1111/1365-2664.12128
2012,Ecosystems,Spatiotemporal patterns of production can be used to detect state change across an arid landscape,10.1007/s10021-011-9490-2
2012,Ecohydrology,"Spatial patterns, processes and predictions in ecohydrology: integrating technologies to meet the challenge",10.1002/eco.1248
2012,Oecologia,Response of dominant grass and shrub species to water manipulation: an ecophysiological basis for shrub invasion in a Chihuahuan Desert Grassland,10.1007/s00442-011-2217-4
2012,Journal of Arid Environments,When bulk density methods matter: Implications for estimating soil organic carbon pools in rocky soils,10.1016/j.jaridenv.2011.08.020
2012,Global Change Biology,Directional climate change and potential reversal of desertification in arid and semiarid ecosystems,10.1111/j.1365-2486.2011.02498.x
2012,Global Change Biology,An accounting of C-based trace gas release during abiotic plant litter degradation,10.1111/j.1365-2486.2011.02579.x
2012,Ecological Applications,Hierarchical analysis of vegetation dynamics over 71 years: soil-rainfall interactions in a Chihuahuan Desert ecosystem,10.1890/11-1193.1
2012,Ecosystems,Soil coverage reduces photodegradation and promotes the development of soil-microbial films on dryland leaf litter,10.1007/s10021-011-9511-1
2012,Ecology and Evolution,Aeolian process effects on vegetation communities in an arid grassland ecosystem.,10.1002/ece3.205
2011,Journal of Arid Environments,Nitrogen limitation in arid-subhumid ecosystems: A meta-analysis of fertilization studies,10.1016/j.jaridenv.2011.03.003
2011,Ecosphere,Foraging behavior of heritage versus recently introduced herbivores on desert landscapes of the American Southwest,10.1890/ES11-00021.1
2011,Journal of Applied Ecology,Spatial perspectives in state-and-transition models: a missing link to land management?,10.1111/j.1365-2664.2011.01982.x
2010,Journal of Wildlife Management,A comparison of cover pole with standard vegetation monitoring methods,10.2193/2009-136
2010,Ecology,The contribution of brown vegetation to vegetation dynamics,10.1890/09-0302.1
2010,Journal of Arid Environments,Prescribed burning to affect a state transition in a shrub-encroached desert grassland,10.1016/j.jaridenv.2010.05.035
